"","prediction","Folio","team_name"
"135",211310.602845144,232030013260,"Florid-API Keys"
"136",510736.562087679,232030013400,"Florid-API Keys"
"137",331980.101495719,232030070010,"Florid-API Keys"
"138",460919.672370441,232030070020,"Florid-API Keys"
"139",363715.847114698,232030070180,"Florid-API Keys"
"140",236998.331097046,232030070230,"Florid-API Keys"
"141",260322.111711676,232030070240,"Florid-API Keys"
"142",528544.779057867,232030070510,"Florid-API Keys"
"143",261155.84523266,232030070540,"Florid-API Keys"
"144",452641.705519035,232030071080,"Florid-API Keys"
"145",306611.929904947,232030071920,"Florid-API Keys"
"146",593073.352436451,232030072260,"Florid-API Keys"
"147",261364.618943752,232030072330,"Florid-API Keys"
"148",694768.440929228,232030072470,"Florid-API Keys"
"149",228101.685514997,232030072560,"Florid-API Keys"
"150",344050.055165111,232030073030,"Florid-API Keys"
"151",196664.674610155,232030073180,"Florid-API Keys"
"152",316616.109630755,232030073240,"Florid-API Keys"
"153",553837.906691585,232030073320,"Florid-API Keys"
"154",566530.705083532,232030073350,"Florid-API Keys"
"155",677532.379069331,232030073550,"Florid-API Keys"
"156",392442.295997644,232030090100,"Florid-API Keys"
"157",365281.826975727,232030110740,"Florid-API Keys"
"158",653901.104250464,232030110900,"Florid-API Keys"
"159",305932.027905479,232030111090,"Florid-API Keys"
"160",328883.061681122,232030111300,"Florid-API Keys"
"161",303985.943362525,232030111450,"Florid-API Keys"
"162",439418.356499167,232030111480,"Florid-API Keys"
"163",467078.939607202,232030111540,"Florid-API Keys"
"164",410995.150406098,232030111690,"Florid-API Keys"
"165",526785.021145388,232030111870,"Florid-API Keys"
"166",414164.584234271,232030111910,"Florid-API Keys"
"167",363664.895068328,232030112050,"Florid-API Keys"
"168",312188.380694758,232030112130,"Florid-API Keys"
"169",212879.63408166,232090070020,"Florid-API Keys"
"170",207731.192070936,232090070060,"Florid-API Keys"
"171",228548.804347413,232090070090,"Florid-API Keys"
"172",537236.783740167,232100010150,"Florid-API Keys"
"173",384552.382538316,232100010250,"Florid-API Keys"
"174",226905.117249418,232100010310,"Florid-API Keys"
"175",87122.1167109268,232100010350,"Florid-API Keys"
"176",533441.036464836,232100010520,"Florid-API Keys"
"177",238192.580244437,232100010620,"Florid-API Keys"
"178",280899.580896425,232100010690,"Florid-API Keys"
"179",410591.269564439,232100010790,"Florid-API Keys"
"180",209447.00043322,232100010900,"Florid-API Keys"
"181",303010.901458622,232100011120,"Florid-API Keys"
"182",583713.959658915,232100011130,"Florid-API Keys"
"183",258708.139902421,232100020040,"Florid-API Keys"
"184",283127.807171851,232100020220,"Florid-API Keys"
"185",227231.404215468,232100020480,"Florid-API Keys"
"186",437093.095507416,232100020540,"Florid-API Keys"
"187",799439.29146938,232100020630,"Florid-API Keys"
"188",307513.189595224,232100100160,"Florid-API Keys"
"189",243270.548000301,232100100200,"Florid-API Keys"
"190",286675.967280563,232100100250,"Florid-API Keys"
"191",268794.901401188,232100120980,"Florid-API Keys"
"192",342754.052331576,232100121040,"Florid-API Keys"
"193",191476.413959417,232100121170,"Florid-API Keys"
"194",194449.461882085,232100121320,"Florid-API Keys"
"195",334921.774331177,232100121340,"Florid-API Keys"
"196",474108.836775352,232100131920,"Florid-API Keys"
"197",237454.428807628,232100131980,"Florid-API Keys"
"198",260966.619443927,232100132090,"Florid-API Keys"
"199",308372.553878124,232100132110,"Florid-API Keys"
"200",306982.321265346,232100132150,"Florid-API Keys"
"201",247798.090385722,232100132330,"Florid-API Keys"
"202",541310.998787499,232100132710,"Florid-API Keys"
"203",254078.480902719,232100132870,"Florid-API Keys"
"204",308255.747685348,232100132900,"Florid-API Keys"
"205",300906.000629445,232100133270,"Florid-API Keys"
"206",243234.193545945,232100133310,"Florid-API Keys"
"207",318273.770673779,232110140330,"Florid-API Keys"
"208",486439.625395638,232110140370,"Florid-API Keys"
"209",545586.384508284,232110140400,"Florid-API Keys"
"210",418984.557959682,232110140410,"Florid-API Keys"
"211",172239.082515888,232110140520,"Florid-API Keys"
"212",284881.655807357,232110140530,"Florid-API Keys"
"213",438992.172628161,232110140700,"Florid-API Keys"
"214",356932.689683637,232110141020,"Florid-API Keys"
"215",663230.086263321,232110141090,"Florid-API Keys"
"216",294084.160275485,232110141100,"Florid-API Keys"
"217",343571.262796084,232110141131,"Florid-API Keys"
"218",399603.543668866,232110141200,"Florid-API Keys"
"219",230244.559892012,232110141290,"Florid-API Keys"
"220",434115.490301791,232110141410,"Florid-API Keys"
"221",404642.197635878,232140030530,"Florid-API Keys"
"222",203869.010646037,232140030590,"Florid-API Keys"
"223",448457.194732421,232140030610,"Florid-API Keys"
"224",456933.467395407,232140030620,"Florid-API Keys"
"225",491565.312071718,232140030680,"Florid-API Keys"
"226",135194.320677252,232140030780,"Florid-API Keys"
"227",251620.23470033,232140030890,"Florid-API Keys"
"228",530443.003245752,232140031090,"Florid-API Keys"
"229",310616.312995801,232140031190,"Florid-API Keys"
"230",417679.116234755,232140031200,"Florid-API Keys"
"231",389358.104305079,232140031260,"Florid-API Keys"
"232",313178.580517978,232140031430,"Florid-API Keys"
"233",266669.301366422,232140031680,"Florid-API Keys"
"234",649442.166283717,232150030400,"Florid-API Keys"
"235",548060.116912102,232150030480,"Florid-API Keys"
"236",427727.129022794,232150030570,"Florid-API Keys"
"237",344821.040564052,232150030670,"Florid-API Keys"
"238",313989.909688446,232150030760,"Florid-API Keys"
"239",333807.613651149,232150030850,"Florid-API Keys"
"240",171814.142582272,232150031010,"Florid-API Keys"
"241",324435.221362698,232150031020,"Florid-API Keys"
"242",548057.646685026,232150031100,"Florid-API Keys"
"243",789740.177043233,232150031110,"Florid-API Keys"
"244",333249.860129546,232150031220,"Florid-API Keys"
"245",216738.796650943,232150031300,"Florid-API Keys"
"246",304484.687994577,232150031600,"Florid-API Keys"
"247",116416.538253704,232150031730,"Florid-API Keys"
"248",367696.296434571,232150031780,"Florid-API Keys"
"249",564915.812894463,232150032410,"Florid-API Keys"
"250",295500.863699866,232150032610,"Florid-API Keys"
"251",274104.556311921,232150032700,"Florid-API Keys"
"252",461051.128973305,232220011050,"Florid-API Keys"
"253",118416.404966355,232220011220,"Florid-API Keys"
"254",375889.64495434,232220011320,"Florid-API Keys"
"255",225085.533598038,232220011750,"Florid-API Keys"
"256",369490.610329881,232220011820,"Florid-API Keys"
"257",449796.343409575,232220011870,"Florid-API Keys"
"258",184661.932227792,232220012020,"Florid-API Keys"
"259",731509.319062033,232220012080,"Florid-API Keys"
"260",488575.97015709,232220060060,"Florid-API Keys"
"261",395579.851091449,232220060090,"Florid-API Keys"
"262",612614.395070484,232220060110,"Florid-API Keys"
"263",230389.801204693,232220060280,"Florid-API Keys"
"264",291803.372112389,232220070060,"Florid-API Keys"
"265",288425.476458415,232220070280,"Florid-API Keys"
"266",219602.713907979,232220070350,"Florid-API Keys"
"267",189859.801477729,232220080020,"Florid-API Keys"
"268",100243.219066059,232220080110,"Florid-API Keys"
"269",119802.543548366,232220080240,"Florid-API Keys"
"270",360855.641853147,232220080340,"Florid-API Keys"
"271",228595.829561568,232220080350,"Florid-API Keys"
"272",289166.799857482,232220080460,"Florid-API Keys"
"273",384391.896291515,232220090030,"Florid-API Keys"
"274",303436.952308203,232220090080,"Florid-API Keys"
"275",287968.793168024,232220090130,"Florid-API Keys"
"276",574700.494837839,232220090320,"Florid-API Keys"
"277",155488.122527411,232220090390,"Florid-API Keys"
"278",479359.197128797,232220100110,"Florid-API Keys"
"279",479442.240258366,232220100210,"Florid-API Keys"
"280",289244.288155142,232220100400,"Florid-API Keys"
"281",257233.832787331,232220100520,"Florid-API Keys"
"282",155545.137628737,232220100590,"Florid-API Keys"
"283",547807.814261976,232220100680,"Florid-API Keys"
"284",278998.594838724,232220100740,"Florid-API Keys"
"285",344319.815673224,232220110540,"Florid-API Keys"
"286",875010.516696275,232220110660,"Florid-API Keys"
"287",464178.416814498,232220110750,"Florid-API Keys"
"288",312055.674706156,232220110850,"Florid-API Keys"
"289",522452.276604975,232220110930,"Florid-API Keys"
"290",314107.102068494,232220110980,"Florid-API Keys"
"291",538452.078751899,232220111190,"Florid-API Keys"
"292",669067.71751373,232220111200,"Florid-API Keys"
"293",273915.85216638,232220111260,"Florid-API Keys"
"294",606313.906388127,232220111320,"Florid-API Keys"
"295",480850.184490639,232220111400,"Florid-API Keys"
"296",196771.893729945,232220111480,"Florid-API Keys"
"297",429474.799340289,232220111500,"Florid-API Keys"
"298",222821.569705067,232220111531,"Florid-API Keys"
"299",149827.83018854,232220111600,"Florid-API Keys"
"300",355315.070803987,232220140050,"Florid-API Keys"
"301",208607.740129767,232220140200,"Florid-API Keys"
"302",162217.490187785,232220140270,"Florid-API Keys"
"303",178454.930067236,232220140280,"Florid-API Keys"
"304",541023.906363655,232220140320,"Florid-API Keys"
"305",490744.100522382,232220140531,"Florid-API Keys"
"306",336559.147471196,232220140760,"Florid-API Keys"
"307",674754.45171692,232220141030,"Florid-API Keys"
"308",330172.274547166,232220141070,"Florid-API Keys"
"309",318207.828325253,232220141410,"Florid-API Keys"
"310",1225084.29374459,232220141590,"Florid-API Keys"
"311",376398.933260557,232220160020,"Florid-API Keys"
"312",228014.456028766,232220160130,"Florid-API Keys"
"313",628735.376129761,232220160150,"Florid-API Keys"
"314",304649.844210476,232220160190,"Florid-API Keys"
"315",141402.030351823,232220160290,"Florid-API Keys"
"316",345188.539094921,232220160500,"Florid-API Keys"
"317",171907.859550366,232220180260,"Florid-API Keys"
"318",800973.760299373,232220180280,"Florid-API Keys"
"319",350943.984099078,232220180470,"Florid-API Keys"
"320",516057.118710935,232220180570,"Florid-API Keys"
"321",287003.70385462,232220180590,"Florid-API Keys"
"322",332590.804665656,232220180810,"Florid-API Keys"
"323",197164.618596359,232220180840,"Florid-API Keys"
"324",224534.577134276,232220180880,"Florid-API Keys"
"325",310793.363010518,232220180900,"Florid-API Keys"
"326",131645.544244058,232220180970,"Florid-API Keys"
"327",152540.071878978,232220181155,"Florid-API Keys"
"328",209809.07017446,232220220040,"Florid-API Keys"
"329",316422.835591322,232220220060,"Florid-API Keys"
"330",256948.767309671,232220220090,"Florid-API Keys"
"331",454583.369598663,232220220250,"Florid-API Keys"
"332",277155.36470092,232220220270,"Florid-API Keys"
"333",312132.504775725,232220220430,"Florid-API Keys"
"334",241385.749504793,232220220490,"Florid-API Keys"
"335",364018.490212196,232220220550,"Florid-API Keys"
"336",376904.944996747,232220220640,"Florid-API Keys"
"337",230254.74740343,232220220820,"Florid-API Keys"
"338",271687.218219517,232220220930,"Florid-API Keys"
"339",242443.786660168,232220221050,"Florid-API Keys"
"340",286753.404744467,232220221130,"Florid-API Keys"
"341",287419.328267165,232270010040,"Florid-API Keys"
"342",227472.02478025,232270010070,"Florid-API Keys"
"343",320069.741613333,232270010230,"Florid-API Keys"
"344",344917.179854498,232270010240,"Florid-API Keys"
"345",327466.526815589,232270010480,"Florid-API Keys"
"346",613919.756209738,232270010520,"Florid-API Keys"
"347",373803.213458839,232270010600,"Florid-API Keys"
"348",293919.855227321,232270010610,"Florid-API Keys"
"349",153817.401319073,232270010661,"Florid-API Keys"
"350",302622.829723071,232270010710,"Florid-API Keys"
"351",187145.294586048,232270010730,"Florid-API Keys"
"352",180661.248317979,232270010731,"Florid-API Keys"
"353",396211.02467181,232270020160,"Florid-API Keys"
"354",761810.278528407,232270020280,"Florid-API Keys"
"355",600178.360785824,232270020290,"Florid-API Keys"
"356",334033.013318792,232270030060,"Florid-API Keys"
"357",481857.788997435,232270030090,"Florid-API Keys"
"358",215381.20233793,232270040410,"Florid-API Keys"
"359",332475.377004062,232270080160,"Florid-API Keys"
"360",311425.096133014,232270080280,"Florid-API Keys"
"361",743117.186136864,232270080650,"Florid-API Keys"
"362",732248.730123229,232270080850,"Florid-API Keys"
"363",675594.164060765,232270080870,"Florid-API Keys"
"364",521402.731534536,232270081000,"Florid-API Keys"
"365",467495.864244245,232270081070,"Florid-API Keys"
"366",296548.949281388,232270081211,"Florid-API Keys"
"367",225077.729354657,232270081230,"Florid-API Keys"
"368",401553.011926219,232270081415,"Florid-API Keys"
"369",638250.22908968,232270081481,"Florid-API Keys"
"370",602475.333966039,232270081510,"Florid-API Keys"
"371",259235.798475381,232270081560,"Florid-API Keys"
"372",283590.54211587,232270081660,"Florid-API Keys"
"373",299826.701701387,232270100350,"Florid-API Keys"
"374",544183.905810432,232270100400,"Florid-API Keys"
"375",406234.182608179,232270150130,"Florid-API Keys"
"376",255337.916797076,232270160010,"Florid-API Keys"
"377",305495.255748223,232270160030,"Florid-API Keys"
"378",319333.471901872,232270160130,"Florid-API Keys"
"379",856808.347427651,232270160590,"Florid-API Keys"
"380",262488.066163445,232270170110,"Florid-API Keys"
"381",270982.874921427,232270170420,"Florid-API Keys"
"382",205689.734438771,232270170440,"Florid-API Keys"
"383",456244.942250511,232270170480,"Florid-API Keys"
"384",338946.819470286,232270170661,"Florid-API Keys"
"385",290014.893418094,232270170890,"Florid-API Keys"
"386",311067.576757674,232270170960,"Florid-API Keys"
"387",517217.456403734,232270171090,"Florid-API Keys"
"388",228649.754188679,232280012150,"Florid-API Keys"
"389",307112.362035937,232280012200,"Florid-API Keys"
"390",545043.293084633,232280012220,"Florid-API Keys"
"391",540034.582964527,232320030630,"Florid-API Keys"
"392",368553.705441512,232320030800,"Florid-API Keys"
"393",434377.336116101,232320030820,"Florid-API Keys"
"394",122038.153172879,232320030860,"Florid-API Keys"
"395",426586.660857136,232320030870,"Florid-API Keys"
"396",180922.43667244,232320040020,"Florid-API Keys"
"397",223970.078937219,232320050130,"Florid-API Keys"
"398",76279.7241277052,232320050160,"Florid-API Keys"
"399",312265.676450035,232320050340,"Florid-API Keys"
"400",362187.765599154,232320050500,"Florid-API Keys"
"401",848091.256655075,232320050550,"Florid-API Keys"
"402",417303.481681052,232320111040,"Florid-API Keys"
"403",323875.041506135,232320111050,"Florid-API Keys"
"404",131826.681240377,232320111060,"Florid-API Keys"
"405",286370.852606056,232320111190,"Florid-API Keys"
"406",265909.802927562,232320111260,"Florid-API Keys"
"407",173010.822563221,232320111280,"Florid-API Keys"
"408",461354.449921063,232320111350,"Florid-API Keys"
"409",179539.93951735,232320111410,"Florid-API Keys"
"410",81796.6680766363,232320111450,"Florid-API Keys"
"411",440002.390958155,232320111480,"Florid-API Keys"
"412",475621.032317469,232320111680,"Florid-API Keys"
"413",355587.660493352,232320111690,"Florid-API Keys"
"414",464988.349841847,232330010690,"Florid-API Keys"
"415",750928.507154991,232330010730,"Florid-API Keys"
"416",230608.915297508,232330010900,"Florid-API Keys"
"417",381097.531020831,232330010930,"Florid-API Keys"
"418",304057.144136019,232330010970,"Florid-API Keys"
"419",225798.608059507,232330011000,"Florid-API Keys"
"420",290624.805102976,232340040350,"Florid-API Keys"
"421",873643.680350192,232340220090,"Florid-API Keys"
"422",136468.31851276,242030097090,"Florid-API Keys"
"423",822522.886446672,242030097200,"Florid-API Keys"
"424",473464.078681533,242030098670,"Florid-API Keys"
"425",422038.41943143,242030098800,"Florid-API Keys"
"426",208589.733615793,242030098851,"Florid-API Keys"
"427",164444.639318138,242030098990,"Florid-API Keys"
"428",369312.323582968,242030099040,"Florid-API Keys"
"429",472644.491866626,242050020060,"Florid-API Keys"
"430",624148.800320446,242050020110,"Florid-API Keys"
"431",414116.817769349,242050020120,"Florid-API Keys"
"432",415466.907840397,242050020190,"Florid-API Keys"
"433",384457.389593892,242050020211,"Florid-API Keys"
"434",476397.192018937,242050020360,"Florid-API Keys"
"435",260068.185722413,242050020430,"Florid-API Keys"
"436",465646.32338165,242050020530,"Florid-API Keys"
"437",362141.776204052,242050020570,"Florid-API Keys"
"438",754246.841856343,242050020650,"Florid-API Keys"
"439",448174.430722897,242050020660,"Florid-API Keys"
"440",382271.886072709,242050020790,"Florid-API Keys"
"441",346053.431037301,131120280070,"Florid-API Keys"
"442",314671.132182693,131130650820,"Florid-API Keys"
"443",324203.444532321,131220000870,"Florid-API Keys"
"444",778879.772229146,141020060270,"Florid-API Keys"
"445",162976.194814667,131240030650,"Florid-API Keys"
"446",203504.133071851,131250280680,"Florid-API Keys"
"447",534370.375302583,141200060520,"Florid-API Keys"
"448",312068.644520651,131120460300,"Florid-API Keys"
"449",690138.291256147,131130230770,"Florid-API Keys"
"450",181052.389407594,131130300230,"Florid-API Keys"
"451",507751.587999111,131130300590,"Florid-API Keys"
"452",237390.337185177,131130420290,"Florid-API Keys"
"453",228508.760983177,131130420560,"Florid-API Keys"
"454",337953.82541348,131130420950,"Florid-API Keys"
"455",338137.139127786,131130421440,"Florid-API Keys"
"456",399597.482553066,131130421460,"Florid-API Keys"
"457",439295.398660158,131130422250,"Florid-API Keys"
"458",376673.795639405,131130480330,"Florid-API Keys"
"459",327484.070985242,131130490260,"Florid-API Keys"
"460",212026.905315139,131130570860,"Florid-API Keys"
"461",252832.925260331,131140150340,"Florid-API Keys"
"462",243827.255886286,131140180110,"Florid-API Keys"
"463",212087.267379506,131140181090,"Florid-API Keys"
"464",478728.942030527,131140210240,"Florid-API Keys"
"465",273970.160028777,131140260060,"Florid-API Keys"
"466",320904.730691182,131140270210,"Florid-API Keys"
"467",623598.338192948,131140270450,"Florid-API Keys"
"468",388836.906161793,131140270990,"Florid-API Keys"
"469",241625.81891163,131140290150,"Florid-API Keys"
"470",234382.836739872,131140560031,"Florid-API Keys"
"471",314771.021905126,131220140841,"Florid-API Keys"
"472",381755.009732067,131220141020,"Florid-API Keys"
"473",494972.548062849,131220351360,"Florid-API Keys"
"474",322170.158556007,131220390200,"Florid-API Keys"
"475",320837.305542656,131220470300,"Florid-API Keys"
"476",443848.236313162,131220523320,"Florid-API Keys"
"477",542533.246289021,131220523580,"Florid-API Keys"
"478",313050.241579677,131220524210,"Florid-API Keys"
"479",468510.394435865,131220525820,"Florid-API Keys"
"480",828659.596040502,131230340340,"Florid-API Keys"
"481",163719.188819543,131230372090,"Florid-API Keys"
"482",654078.079184931,131230372130,"Florid-API Keys"
"483",347916.912771865,131230372340,"Florid-API Keys"
"484",265766.015000107,131230372810,"Florid-API Keys"
"485",198673.121708605,131230373140,"Florid-API Keys"
"486",339903.51942318,131230373440,"Florid-API Keys"
"487",452977.551992223,131240012820,"Florid-API Keys"
"488",459534.744592806,131240131870,"Florid-API Keys"
"489",377510.227739183,131240133760,"Florid-API Keys"
"490",507256.445420618,131250192280,"Florid-API Keys"
"491",799770.931922645,131250270440,"Florid-API Keys"
"492",523886.337051475,131260030050,"Florid-API Keys"
"493",299841.221759246,131260220200,"Florid-API Keys"
"494",506740.248888273,131260220370,"Florid-API Keys"
"495",394488.845055954,131260360320,"Florid-API Keys"
"496",329389.109190718,131260360710,"Florid-API Keys"
"497",443152.881152289,131270120210,"Florid-API Keys"
"498",283956.767460505,131270280530,"Florid-API Keys"
"499",468286.928837856,131340140371,"Florid-API Keys"
"500",838990.300636998,131360270170,"Florid-API Keys"
"501",537720.80353732,141030061260,"Florid-API Keys"
"502",672716.485630397,141030080290,"Florid-API Keys"
"503",362399.547396696,141030310050,"Florid-API Keys"
"504",540005.787975151,141030450230,"Florid-API Keys"
"505",463895.910525001,141040000110,"Florid-API Keys"
"506",260420.348379592,141040240441,"Florid-API Keys"
"507",155116.082421639,141040260670,"Florid-API Keys"
"508",569966.649560675,141060160070,"Florid-API Keys"
"509",781739.189511482,141060181890,"Florid-API Keys"
"510",512440.75923232,141090010500,"Florid-API Keys"
"511",136971.173696422,141090240230,"Florid-API Keys"
"512",283889.17492425,141100022500,"Florid-API Keys"
"513",299229.785023505,141100632511,"Florid-API Keys"
"514",236342.217828287,141110011230,"Florid-API Keys"
"515",318179.937292313,141110011780,"Florid-API Keys"
"516",245988.168520189,141110110531,"Florid-API Keys"
"517",223758.60585225,141110130580,"Florid-API Keys"
"518",262427.32256056,141160040280,"Florid-API Keys"
"519",317136.950146173,141160093890,"Florid-API Keys"
"520",159280.308204384,141160152240,"Florid-API Keys"
"521",201666.568942388,141160160130,"Florid-API Keys"
"522",575420.544390861,141160180470,"Florid-API Keys"
"523",316888.776275992,141210020990,"Florid-API Keys"
"524",419486.625604736,141210021070,"Florid-API Keys"
"525",470212.923333529,141390070630,"Florid-API Keys"
"526",689650.863860348,141390071230,"Florid-API Keys"
"527",332120.007767131,141390072440,"Florid-API Keys"
"528",107385.753132901,131120650501,"Florid-API Keys"
"529",170324.487272615,132070162020,"Florid-API Keys"
"530",697226.064536008,132070460360,"Florid-API Keys"
"531",410265.273456491,131140450180,"Florid-API Keys"
"532",358709.962577415,141020064790,"Florid-API Keys"
"533",425160.739344499,141060010141,"Florid-API Keys"
"534",255914.954023478,141060360560,"Florid-API Keys"
"535",247236.264406316,131340110021,"Florid-API Keys"
"536",364590.83594701,141030250130,"Florid-API Keys"
"537",176023.013730424,141100090260,"Florid-API Keys"
